Query	Subject	% Similarity
CTL0224	CT_851	99.66
CTL0224	TC_RS01210	84.08
CTL0224	CT_850	100.0
CTL0224	CTL0223	100.0
CTL0225	CTL0225	100.0
CTL0225	CT_852	95.95
CTL0226	CTL0226	100.0
CTL0226	CT_853	98.17
CTL0227	CTL0227	100.0
CTL0227	CT_854	99.38
CTL0227	TC_RS01225	78.22
CTL0228	CTL0228	100.0
CTL0228	CT_855	98.49
CTL0231	CTL0231	100.0
CTL0231	CT_856	99.59
CTL0231	TC_RS01235	84.4
CTL0232	CTL0232	100.0
CTL0232	CT_857	99.37
CTL0233	CTL0233	100.0
CTL0233	CT_858	99.83
CTL0234	CTL0234	100.0
CTL0234	CT_859	98.92
CTL0235	CTL0235	100.0
CTL0235	CT_860	99.26
CTL0236	CTL0236	100.0
CTL0236	CT_861	98.82
CTL0237	CTL0237	100.0
CTL0237	CT_862	98.66
CTL0237	CTL0238	100.0
CTL0237	CT_863	98.73
CTL0238	CTL0238	100.0
CTL0238	CT_863	99.52
CTL0238	CTL0237	100.0
CTL0238	CT_862	98.73
CTL_t15	CT_t37	100.0
CTL_t15	CTL_t15	100.0
CTL_t15	TC_RS01280	98.78
CTL_t15	CPnt37	97.59
CTL0238b	CTL0238b	100.0
CTL0243	CTL0243	100.0
CTL0243	CT_864	99.56
CTL0244	CTL0244	100.0
CTL0244	CT_865	99.7
CTL0244	TC_RS01295	79.66
CTL0245	CTL0245	100.0
CTL0245	CT_866	99.59
CTL0245	TC_RS01300	82.24
CTL0246	CTL0246	100.0
CTL0246	CT_867	98.92
CTL0247	CTL0247	100.0
CTL0247	CT_868	97.75
CTL0247	CT_868	95.37
CTL0248	CTL0248	100.0
CTL0248	CT_869	97.86
CTL0249	CTL0249	100.0
CTL0249	CT_870	89.7
CTL0250	CTL0250	100.0
CTL0250	CT_871	97.99
CTL0251	CTL0251	100.0
CTL0251	CT_872	94.02
CTL0251	CT_872	96.74
CTL0251	TC_RS01340	78.09
CTL0252	CTL0252	100.0
CTL0252	CT_873	95.86
CTL0252	CT_873	97.37
CTL0254	CTL0254	100.0
CTL0254	CT_874	99.17
CTL0255	CTL0255	100.0
CTL0255	CT_875	97.86
CTL0256	CTL0256	100.0
CTL0256	CT_001	98.9
CTL0256	TC_RS01360	84.25
CTL0257	CT_002	100.0
CTL0257	CTL0257	100.0
CTL0257	TC_RS01365	89.4
CTL0258	CTL0258	100.0
CTL0258	CT_003	99.8
CTL0258	TC_RS01370	84.82
CTL0259	CTL0259	100.0
CTL0259	CT_004	99.86
CTL0259	TC_RS01375	85.56
CTL0260	CTL0260	100.0
CTL0260	CT_005	99.36
CTL0261	CTL0261	100.0
CTL0261	CT_006	99.82
CTL0262	CTL0262	100.0
CTL0262	CT_007	99.37
CTL0263	CTL0263	100.0
CTL0263	CT_008	99.56
CTL0263	TC_RS01395	80.92
CTL0264	CT_009	100.0
CTL0264	CTL0264	100.0
CTL0265	CTL0265	100.0
CTL0265	CT_010	99.85
CTL0265	TC_RS01405	80.47
CTL0266	CTL0266	100.0
CTL0266	CT_011	99.68
CTL0266	TC_RS01410	81.48
CTL0267	CTL0267	100.0
CTL0267	CT_012	99.75
CTL0267	TC_RS01415	84.42
CTL0268	CTL0268	100.0
CTL0268	CT_013	99.33
CTL0268	TC_RS01420	84.68
CTL0269	CTL0269	100.0
CTL0269	CT_014	99.53
CTL0270	CTL0270	100.0
CTL0270	CT_015	99.39
CTL0271	CTL0271	100.0
CTL0271	CT_016	99.04
CTL0272	CTL0272	100.0
CTL0272	CT_017	99.08
CTL0273	CTL0273	100.0
CTL0273	CT_018	98.1
CTL0274	CTL0274	100.0
CTL0274	CT_019	99.55
CTL0274	TC_RS01450	81.86
CTL0274	CPn0109	72.22
CTL0275	CTL0275	100.0
CTL0275	CT_020	99.47
CTL0275	TC_RS01455	81.35
CTL0276	CTL0276	100.0
CTL0276	CT_021	99.33
CTL0277	CTL0277	100.0
CTL0277	CT_022	99.39
CTL0277	TC_RS01465	89.78
CTL0278	CTL0278	100.0
CTL0278	CT_023	99.72
CTL0278	CPn0113	78.43
CTL0279	CTL0279	100.0
CTL0279	CT_024	99.77
CTL0279	TC_RS01475	80.5
CTL0280	CTL0280	100.0
CTL0280	CT_025	99.48
CTL0280	TC_RS01480	84.66
CTL0281	CT_026	100.0
CTL0281	CTL0281	100.0
CTL0281	TC_RS01485	91.43
CTL0282	CTL0282	100.0
CTL0282	CT_027	99.24
CTL0282	TC_RS01490	81.37
CTL0283	CTL0283	100.0
CTL0283	CT_028	99.45
CTL0283	TC_RS01495	92.35
CTL0283	CPn0118	79.06
CTL0284	CTL0284	100.0
CTL0284	CT_029	99.69
CTL0284	TC_RS01500	84.43
CTL0285	CTL0285	100.0
CTL0285	CT_030	99.84
CTL0285	TC_RS01505	82.39
CTL0286	CTL0286	100.0
CTL0286	CT_031	99.67
CTL0287	CTL0287	100.0
CTL0287	CT_032	99.52
CTL0287	TC_RS01515	82.89
CTL0288	CTL0288	100.0
CTL0288	CT_033	99.64
CTL0288	TC_RS01520	82.21
CTL0289	CTL0289	100.0
CTL0289	CT_034	99.49
CTL0290	CTL0290	100.0
CTL0290	CT_035	99.22
CTL0290	CT_036	100.0
CTL0290	CTL0291	100.0
CTL0291	CTL0291	100.0
CTL0291	CT_036	99.4
CTL0291	CT_035	100.0
CTL0291	CTL0290	100.0
CTL0292	CTL0292	100.0
CTL0292	CT_037	98.58
CTL_t06	CT_t01	100.0
CTL_t06	CTL_t06	100.0
CTL_t06	CPnt04	100.0
CTL_t06	TC_RS01540	100.0
CTL0293	CTL0293	100.0
CTL0293	CT_038	99.42
CTL0294	CTL0294	100.0
CTL0294	CT_039	99.3
CTL0294	TC_RS01550	84.47
CTL0295	CTL0295	100.0
CTL0295	CT_039.1	99.35
CTL0296	CTL0296	100.0
CTL0296	CT_040	99.8
CTL0296	TC_RS01555	85.83
CTL0297	CTL0297	100.0
CTL0297	CT_041	99.63
CTL0298	CTL0298	100.0
CTL0298	CT_042	99.75
CTL0299	CTL0299	100.0
CTL0299	CT_043	99.8
CTL0299	TC_RS01570	92.6
CTL0299	CPn0387	81.15
CTL0300	CT_044	100.0
CTL0300	CTL0300	100.0
CTL0300	TC_RS01575	86.41
CTL0301	CTL0301	100.0
CTL0301	CT_045	99.2
CTL0301	TC_RS01580	83.73
CTL0302	CTL0302	100.0
CTL0302	CTL0302	95.17
CTL0302	CTL0302	95.17
CTL0302	CTL0302	95.6
CTL0302	CTL0302	95.6
CTL0302	CT_046	97.82
CTL0302	CT_046	96.55
CTL0302	CT_046	95.8
CTL0302	CT_046	97.72
CTL0302	CT_046	93.96
CTL0302	TC_RS01585	85.2
CTL0302	TC_RS01585	87.18
CTL0302	TC_RS01585	82.66
CTL0302	TC_RS01585	85.47
CTL0302	TC_RS01585	90.65
CTL0303	CTL0303	100.0
CTL0303	CT_047	99.58
CTL0303	TC_RS01590	78.49
CTL0304	CTL0304	100.0
CTL0304	CT_048	99.58
CTL0304	TC_RS01595	83.45
CTL0305	CTL0305	100.0
CTL0305	CT_049	94.19
CTL0305	TC_RS01600	92.59
CTL0306	CTL0306	100.0
CTL0306	CT_050	96.01
CTL0306	CT_050	87.95
CTL0306	CT_050	93.91
CTL0307	CTL0307	100.0
CTL0307	CTL0307	85.19
CTL0307	CTL0307	85.19
CTL0307	CT_051	91.19
CTL0307	CT_051	96.48
CTL0308	CTL0308	100.0
CTL0308	CT_052	99.73
CTL0308	TC_RS01615	80.39
CTL0309	CTL0309	100.0
CTL0309	CT_053	99.78
CTL0309	TC_RS01620	87.47
CTL0310	CTL0310	100.0
CTL0310	CT_054	99.15
CTL0311	CTL0311	100.0
CTL0311	CT_055	99.64
CTL0311	TC_RS01635	83.33
CTL0312	CTL0312	100.0
CTL0312	CT_056	99.73
CTL0312	TC_RS01640	79.54
CTL0313	CTL0313	100.0
CTL0313	CT_057	99.5
CTL0314	CTL0314	100.0
CTL0314	CT_058	97.55
CTL0315	CTL0315	100.0
CTL0315	CT_059	97.83
CTL_t26	CT_t02	100.0
CTL_t26	CTL_t26	100.0
CTL_t26	TC_RS01660	100.0
CTL_t26	CPnt13	98.67
CTL0316	CTL0316	100.0
CTL0316	CT_060	99.45
CTL0316	TC_RS01665	80.21
CTL0317	CTL0317	100.0
CTL0317	CT_061	99.87
CTL0318	CTL0318	100.0
CTL0318	CT_062	99.68
CTL0318	TC_RS01675	81.99
CTL0319	CTL0319	100.0
CTL0319	CT_063	99.51
CTL0319	TC_RS01680	82.5
CTL0320	CTL0320	100.0
CTL0320	CT_064	99.67
CTL0320	TC_RS01685	85.23
CTL0321	CTL0321	100.0
CTL0321	CT_065	99.68
CTL0321	TC_RS01690	89.13
CTL0321	CPn0351	75.05
CTL0322	CTL0322	100.0
CTL0322	CT_066	99.79
CTL0322	TC_RS01700	88.05
CTL0323	CTL0323	100.0
CTL0323	CT_067	99.59
CTL0324	CTL0324	100.0
CTL0324	CT_068	99.87
CTL0324	TC_RS01715	85.13
CTL0325	CTL0325	100.0
CTL0325	CT_069	99.56
CTL0326	CTL0326	100.0
CTL0326	CT_070	99.37
CTL0327	CTL0327	100.0
CTL0327	CT_071	99.47
CTL0328	CTL0328	100.0
CTL0328	CT_072	99.57
CTL0328	TC_RS01735	82.68
CTL0328	CT_073	100.0
CTL0328	CTL0329	100.0
CTL0329	CTL0329	100.0
CTL0329	CT_073	99.28
CTL0329	TC_RS01740	85.79
CTL0329	CT_072	100.0
CTL0329	CTL0328	100.0
CTL0330	CTL0330	100.0
CTL0330	CT_074	99.64
CTL0330	TC_RS01745	79.94
CTL0331	CTL0331	100.0
CTL0331	CT_075	99.76
CTL0331	TC_RS01750	84.47
CTL0332	CTL0332	100.0
CTL0332	CT_076	99.34
CTL0332	TC_RS01755	84.43
CTL0333	CTL0333	100.0
CTL0333	CT_077	99.58
CTL0333	CT_078	100.0
CTL0333	CTL0334	100.0
CTL0334	CTL0334	100.0
CTL0334	CT_078	99.54
CTL0334	TC_RS01765	79.84
CTL0334	CT_077	100.0
CTL0334	CTL0333	100.0
CTL0335	CTL0335	100.0
CTL0335	CT_079	99.49
CTL0336	CT_080	100.0
CTL0336	CTL0336	100.0
CTL0338	CTL0338	100.0
CTL0338	CT_082	99.47
CTL0338A	CTL0338A	100.0
CTL0338A	CT_083	99.59
CTL0339	CTL0339	100.0
CTL0339	CT_084	99.63
CTL0339	TC_RS01790	78.1
CTL0340	CTL0340	100.0
CTL0340	CT_085	99.48
CTL0340	TC_RS01795	79.36
CTL0341	CTL0341	100.0
CTL0341	CT_086	99.63
CTL0341	TC_RS01800	91.85
CTL0342	CTL0342	100.0
CTL0342	CT_087	99.68
CTL0343	CTL0343	100.0
CTL0343	CT_088	99.77
CTL0344	CTL0344	100.0
CTL0344	CT_089	99.29
CTL0345	CTL0345	100.0
CTL0345	CT_090	99.91
CTL0345	TC_RS01820	87.61
CTL0346	CTL0346	100.0
CTL0346	CT_091	99.35
CTL0346	TC_RS01825	86.8
CTL0347	CTL0347	100.0
CTL0347	CT_092	99.73
CTL0347	TC_RS01830	82.59
CTL0348	CTL0348	100.0
CTL0348	CT_093	98.57
CTL0348	CT_094	100.0
CTL0348	CTL0349	100.0
CTL0349	CTL0349	100.0
CTL0349	CT_094	99.45
CTL0349	TC_RS01840	84.94
CTL0349	CT_093	100.0
CTL0349	CTL0348	100.0
CTL0350	CT_095	100.0
CTL0350	CTL0350	100.0
CTL0350	TC_RS01845	87.63
CTL0351	CTL0351	100.0
CTL0351	CT_096	98.81
CTL0351	TC_RS01850	81.33
CTL0351	CTL0352	100.0
CTL0351	CT_097	97.73
CTL0352	CTL0352	100.0
CTL0352	CT_097	99.31
CTL0352	TC_RS01855	90.65
CTL0352	CTL0351	100.0
CTL0352	CT_096	97.73
CTL0353	CTL0353	100.0
CTL0353	CT_098	99.41
CTL0353	TC_RS01860	88.32
CTL0353	CPn0315	80.15
CTL0354	CTL0354	100.0
CTL0354	CT_099	99.24
CTL0354	TC_RS01865	81.45
CTL0355	CTL0355	100.0
CTL0355	CT_100	99.44
CTL0356	CTL0356	100.0
CTL0356	CT_101	99.35
CTL0357	CTL0357	100.0
CTL0357	CT_102	99.35
CTL0358	CTL0358	100.0
CTL0358	CT_103	99.44
CTL0358	TC_RS01885	82.56
CTL0359	CTL0359	100.0
CTL0359	CT_104	99.78
CTL0359	TC_RS01890	83.61
CTL0360	CTL0360	100.0
CTL0360	CT_105	96.65
CTL0361	CTL0361	100.0
CTL0361	CT_106	99.39
CTL0361	TC_RS01900	80.92
CTL0362	CTL0362	100.0
CTL0362	CT_107	99.55
CTL0363	CTL0363	100.0
CTL0363	CT_108	99.74
CTL0364	CTL0364	100.0
CTL0364	CT_109	99.87
CTL0365	CTL0365	100.0
CTL0365	CT_110	99.63
CTL0365	TC_RS01920	89.11
CTL0365	CPn0134	81.13
CTL0366	CTL0366	100.0
CTL0366	CT_111	98.71
CTL0366	TC_RS01925	94.17
CTL0367	CTL0367	100.0
CTL0367	CT_112	99.4
CTL0367	TC_RS01930	79.87
CTL0368	CTL0368	100.0
CTL0368	CT_113	99.65
CTL0368	TC_RS01935	83.99
CTL0369	CTL0369	100.0
CTL0369	CT_114	99.32
CTL0370	CTL0370	100.0
CTL0370	CT_115	98.12
CTL0371	CTL0371	100.0
CTL0371	CT_116	96.24
CTL0372	CTL0372	100.0
CTL0372	CT_117	97.78
CTL0373	CTL0373	100.0
CTL0373	CT_118	98.21
CTL0374	CTL0374	100.0
CTL0374	CT_119	99.33
CTL0375	CTL0375	100.0
CTL0375	CT_120	99.59
CTL0376	CT_121	100.0
CTL0376	CTL0376	100.0
CTL0376	TC_RS01975	86.21
CTL0377	CTL0377	100.0
CTL0377	CT_122	99.64
CTL0377	TC_RS01980	86.38
CTL0378	CTL0378	100.0
CTL0378	CT_123	99.6
CTL0378	TC_RS01985	84.07
CTL0379	CTL0379	100.0
CTL0379	CT_124	99.34
CTL0380	CT_125	100.0
CTL0380	CTL0380	100.0
CTL0380	TC_RS01995	94.04
CTL0381	CTL0381	100.0
CTL0381	CT_126	99.23
CTL0381	TC_RS02000	88.92
CTL0382	CTL0382	100.0
CTL0382	CT_127	99.77
CTL0383	CTL0383	100.0
CTL0383	CT_128	99.86
CTL0383	TC_RS02010	80.66
CTL0384	CTL0384	100.0
CTL0384	CT_129	99.69
CTL0385	CTL0385	100.0
CTL0385	CT_130	99.15
CTL0386	CTL0386	100.0
CTL0386	CT_131	99.5
CTL0387	CTL0387	100.0
CTL0387	CT_132	99.77
CTL0387	TC_RS02030	79.97
CTL0388	CTL0388	100.0
CTL0388	CT_133	99.5
CTL0389	CTL0389	100.0
CTL0389	CT_134	99.28
CTL0390	CTL0390	100.0
CTL0390	CT_135	98.98
CTL0391	CTL0391	100.0
CTL0391	CT_136	99.72
CTL0392	CTL0392	100.0
CTL0392	CT_137	99.41
CTL0393	CTL0393	100.0
CTL0393	CT_138	99.79
CTL0394	CTL0394	100.0
CTL0394	CT_139	99.69
CTL0395	CTL0395	100.0
CTL0395	CT_140	99.42
CTL0396	CTL0396	100.0
CTL0396	CT_141	99.78
CTL0396	TC_RS02075	80.41
CTL_t32	CT_t03	100.0
CTL_t32	CTL_t32	100.0
CTL_t32	CPnt10	100.0
CTL_t32	TC_RS02080	100.0
CTL_t35	CT_t04	100.0
CTL_t35	CTL_t35	100.0
CTL_t35	TC_RS02085	100.0
CTL_t35	CPnt09	97.59
CTL0397	CTL0397	100.0
CTL0397	CT_142	98.95
CTL0397	TC_RS02090	77.67
CTL0398	CTL0398	100.0
CTL0398	CT_143	98.81
CTL0398	TC_RS02095	74.82
CTL0399	CTL0399	100.0
CTL0399	CT_144	92.05
CTL0400	CTL0400	100.0
CTL0400	CT_145	99.57
CTL0400	TC_RS02105	77.93
CTL0401	CTL0401	100.0
CTL0401	CT_146	99.3
CTL0401	TC_RS02110	78.3
CTL0402	CTL0402	100.0
CTL0402	CT_147	98.76
CTL0403	CTL0403	100.0
CTL0403	CT_148	99.54
CTL0404	CTL0404	100.0
CTL0404	CT_149	99.58
CTL0405	CTL0405	100.0
CTL0405	CT_150	99.37
CTL0405	TC_RS02135	95.6
CTL0406	CTL0406	100.0
CTL0406	CT_151	99.6
CTL0406	TC_RS02140	81.01
CTL0407	CTL0407	100.0
CTL0407	CT_152	99.85
CTL0408	CTL0408	100.0
CTL0408	CT_153	99.38
CTL0409	CTL0409	100.0
CTL0409	CT_154	98.84
CTL0411	CTL0411	100.0
CTL0411	CT_155	99.36
CTL0411	CT_156	99.17
CTL0413	CTL0413	100.0
CTL0413	CT_157	97.21
CTL0414a	CTL0414a	100.0
CTL0414a	CT_158	98.91
CTL0417a	CTL0417a	100.0
CTL0417a	CT_159	99.29
CTL0417b	CTL0417b	100.0
CTL0417b	CT_160	98.73
CTL0417	CTL0417	100.0
CTL0417	CT_161	98.52
CTL0418	CTL0418	100.0
CTL0418	CT_162	97.93
CTL0419	CTL0419	100.0
CTL0419	CT_163	99.2
CTL0419	CT_163	99.63
CTL0420	CTL0420	100.0
CTL0420	CT_167	97.45
CTL0421	CTL0421	100.0
CTL0421	CT_168	99.01
CTL0422	CTL0422	100.0
CTL0422	CT_169	99.3
CTL0422a	CTL0422a	100.0
CTL0423	CTL0423	100.0
CTL0423	CT_170	99.92
CTL0424	CTL0424	100.0
CTL0424	CT_171	99.21
CTL0425	CTL0425	100.0
CTL0425	CT_172	98.99
CTL0426	CTL0426	100.0
CTL0426	CT_172.1	100.0
CTL0426	CT_174	93.22
CTL0426	CTL0426A	100.0
CTL0426A	CTL0426A	100.0
CTL0426A	CT_174	99.27
CTL0426A	CTL0426	100.0
CTL0427	CTL0427	100.0
CTL0427	CT_175	99.75
CTL0427	TC_RS02225	75.71
CTL0428	CTL0428	100.0
CTL0428	CT_176	99.75
CTL0429	CTL0429	100.0
CTL0429	CT_177	99.58
CTL0430	CTL0430	100.0
CTL0430	CT_178	99.51
CTL0431	CTL0431	100.0
CTL0431	CT_179	99.61
CTL0432	CTL0432	100.0
CTL0432	CT_180	99.28
CTL_t14	CT_t05	100.0
CTL_t14	CTL_t14	100.0
CTL_t14	CPnt07	100.0
CTL_t14	TC_RS02260	100.0
CTL_t02	CT_t06	100.0
CTL_t02	CTL_t02	100.0
CTL_t02	CPnt08	98.63
CTL_t02	TC_RS02265	98.63
CTL0433	CTL0433	100.0
CTL0433	CT_181	99.44
CTL0434	CTL0434	100.0
CTL0434	CT_182	98.95
CTL0435	CTL0435	100.0
CTL0435	CT_183	99.63
CTL0436	CTL0436	100.0
CTL0436	CT_184	99.78
CTL0437	CTL0437	100.0
CTL0437	CT_185	99.39
CTL0437	TC_RS02290	83.38
CTL0438	CTL0438	100.0
CTL0438	CT_186	99.48
CTL0439	CTL0439	100.0
CTL0439	CT_187	99.54
CTL0440	CTL0440	100.0
CTL0440	CT_188	99.51
CTL0440	TC_RS02305	79.29
CTL0441	CTL0441	100.0
CTL0441	CT_189	99.56
CTL0441	TC_RS02310	84.29
CTL0442	CTL0442	100.0
CTL0442	CT_190	99.59
CTL0442	TC_RS02315	81.68
CTL0442	CPn0275	75.57
CTL0442	CPn0275	81.92
CTL0443	CTL0443	100.0
CTL0443	CT_191	99.15
CTL0443	TC_RS02320	87.14
CTL0444	CTL0444	100.0
CTL0444	CT_192	98.42
CTL0445	CTL0445	100.0
CTL0445	CT_193	99.73
CTL0445	CPn0219	72.31
CTL0446	CTL0446	100.0
CTL0446	CT_194	99.65
CTL0447	CTL0447	100.0
CTL0447	CT_195	99.18
CTL0448	CTL0448	100.0
CTL0448	CT_196	99.07
CTL0449	CTL0449	100.0
CTL0449	CT_197	99.61
CTL0449	TC_RS02350	83.7
CTL0449	CT_198	100.0
CTL0449	CTL0450	100.0
CTL0450	CTL0450	100.0
CTL0450	CT_198	99.55
CTL0450	CT_197	100.0
CTL0450	CTL0449	100.0
CTL0451	CTL0451	100.0
CTL0451	CT_199	99.47
CTL0451	TC_RS02360	82.34
CTL0452	CTL0452	100.0
CTL0452	CT_200	99.65
CTL0453	CTL0453	100.0
CTL0453	CT_201	99.4
CTL0454	CTL0454	100.0
CTL0454	CT_202	99.33
CTL0454	TC_RS02375	79.03
CTL0455	CTL0455	100.0
CTL0455	CT_203	99.87
CTL0455	TC_RS02380	86.67
CTL0456	CTL0456	100.0
CTL0456	CT_204	99.58
CTL0456	TC_RS02385	84.69
CTL0457	CTL0457	100.0
CTL0457	CT_205	99.7
CTL0457	TC_RS02390	79.65
CTL0458	CTL0458	100.0
CTL0458	CT_206	99.65
CTL0459	CTL0459	100.0
CTL0459	CT_207	99.7
CTL0459	TC_RS02400	81.57
CTL_t22	CT_t07	100.0
CTL_t22	CTL_t22	100.0
CTL_t22	TC_RS02405	100.0
CTL_t22	CPnt06	95.95
CTL_t23	CT_t08	100.0
CTL_t23	CTL_t23	100.0
CTL_t23	CPnt05	100.0
CTL_t23	TC_RS02410	100.0
CTL0460	CTL0460	100.0
CTL0460	CT_208	99.61
CTL0460	TC_RS02415	77.91
CTL0461	CTL0461	100.0
CTL0461	CT_209	99.43
CTL0461	TC_RS02420	80.39
CTL0462	CTL0462	100.0
CTL0462	CT_210	99.05
CTL0463	CTL0463	100.0
CTL0463	CT_211	99.47
CTL0464	CTL0464	100.0
CTL0464	CT_212	99.33
CTL0465	CTL0465	100.0
CTL0465	CT_213	99.86
CTL0465	TC_RS02440	78.64
CTL0466	CTL0466	100.0
CTL0466	CT_214	99.21
CTL0467	CTL0467	100.0
CTL0467	CT_215	99.52
CTL0467	TC_RS02455	86.2
CTL0468	CTL0468	100.0
CTL0468	CT_216	99.43
CTL0469	CTL0469	100.0
CTL0469	CT_217	99.72
CTL0470	CTL0470	100.0
CTL0470	CT_218	99.53
CTL0471	CTL0471	100.0
CTL0471	CT_219	99.67
CTL0472	CTL0472	100.0
CTL0472	CT_220	99.65
CTL0473	CTL0473	100.0
CTL0473	CT_221	99.67
CTL_t07	CT_t09	100.0
CTL_t07	CTL_t07	100.0
CTL_t07	TC_RS02495	98.65
CTL_t07	CPnt12	97.3
CTL_t37	CT_t10	100.0
CTL_t37	CTL_t37	100.0
CTL_t37	CPnt11	100.0
CTL_t37	TC_RS02500	100.0
CTL0474	CTL0474	100.0
CTL0474	CT_221.1	99.29
CTL0475	CTL0475	100.0
CTL0476	CTL0476	100.0
CTL0476	CT_223	95.45
CTL0477	CTL0477	100.0
CTL0477	CT_224	99.55
CTL0477A	CTL0477A	100.0
CTL0477A	CT_225	99.73
CTL0478	CTL0478	100.0
CTL0478	CT_226	99.03
CTL0479	CTL0479	100.0
CTL0479	CT_227	99.25
CTL0480	CTL0480	100.0
CTL0480	CT_228	98.48
CTL0481	CTL0481	100.0
CTL0481	CT_229	96.6
CTL0482	CTL0482	100.0
CTL0482	CT_230	99.36
CTL0483	CTL0483	100.0
CTL0483	CT_231	99.59
CTL0483	TC_RS02550	81.49
CTL0484	CTL0484	100.0
CTL0484	CT_232	99.14
CTL0485	CTL0485	100.0
CTL0485	CT_233	98.88
CTL0486	CTL0486	100.0
CTL0486	CT_234	99.5
CTL0486	TC_RS02565	80.46
CTL0487	CTL0487	100.0
CTL0487	CT_235	99.28
CTL0487	TC_RS02570	85.02
CTL0488	CTL0488	100.0
CTL0488	CT_236	99.57
CTL0488	TC_RS02575	91.88
CTL0489	CTL0489	100.0
CTL0489	CT_237	99.6
CTL0490	CTL0490	100.0
CTL0490	CT_238	99.35
CTL0491	CTL0491	100.0
CTL0491	CT_239	99.69
CTL0492	CTL0492	100.0
CTL0492	CT_240	98.84
CTL0493	CTL0493	100.0
CTL0493	CT_241	99.37
CTL0493	TC_RS02600	82.62
CTL0494	CT_242	100.0
CTL0494	CTL0494	100.0
CTL0494	TC_RS02605	84.89
CTL0495	CTL0495	100.0
CTL0495	CT_243	99.72
CTL0495	TC_RS02610	82.63
CTL0496	CTL0496	100.0
CTL0496	CT_244	99.16
CTL0497	CTL0497	100.0
CTL0497	CT_245	99.9
CTL0497	TC_RS02620	84.07
CTL0498	CTL0498	100.0
CTL0498	CT_246	99.59
CTL0498	TC_RS02625	85.74
CTL0499	CTL0499	100.0
CTL0499	CT_247	99.38
CTL0499	TC_RS02630	80.5
CTL0500	CTL0500	100.0
CTL0500	CT_248	99.84
CTL0500	TC_RS02635	84.42
CTL0500A	CTL0500A	100.0
CTL0500A	CT_249	97.72
CTL0501	CTL0501	100.0
CTL0501	CT_250	99.34
CTL0501	TC_RS02645	83.04
CTL0503	CTL0503	100.0
CTL0503	CT_251	99.49
CTL0503	TC_RS02650	82.18
CTL0504	CTL0504	100.0
CTL0504	CT_252	99.63
CTL0504	TC_RS02655	80.24
CTL0505	CT_253	100.0
CTL0505	CTL0505	100.0
CTL0505	TC_RS02660	85.45
CTL0506	CTL0506	100.0
CTL0506	CT_254	98.7
CTL0507	CTL0507	100.0
CTL0507	CT_255	98.96
CTL0508	CTL0508	100.0
CTL0508	CT_256	99.76
CTL0508	TC_RS02675	82.2
CTL0509	CTL0509	100.0
CTL0509	CT_257	99.18
CTL0510	CTL0510	100.0
CTL0510	CT_258	99.73
CTL0511	CTL0511	100.0
CTL0511	CT_259	99.6
CTL0511	TC_RS02690	83.04
CTL0512	CTL0512	100.0
CTL0512	CT_260	99.59
CTL0513	CTL0513	100.0
CTL0513	CT_261	99.86
CTL0514	CTL0514	100.0
CTL0514	CT_262	99.48
CTL0514	TC_RS02705	79.17
CTL0515	CTL0515	100.0
CTL0515	CT_263	99.49
CTL0516	CTL0516	100.0
CTL0516	CT_264	99.48
CTL0516	TC_RS02715	81.48
CTL0516	CT_265	100.0
CTL0516	CTL0517	100.0
CTL0517	CTL0517	100.0
CTL0517	CT_265	99.49
CTL0517	TC_RS02720	88.21
CTL0517	CT_264	100.0
CTL0517	CTL0516	100.0
CTL0518	CTL0518	100.0
CTL0518	CT_266	99.49
CTL0518	TC_RS02725	78.81
CTL0519	CT_267	100.0
CTL0519	CTL0519	100.0
CTL0519	TC_RS02730	95.05
CTL0520	CT_268	100.0
CTL0520	CTL0520	100.0
CTL0520	TC_RS02735	79.8
CTL0520	CT_269	100.0
CTL0520	CTL0521	100.0
CTL0520	TC_RS02740	95.89
CTL0521	CTL0521	100.0
CTL0521	CT_269	99.24
CTL0521	TC_RS02740	79.75
CTL0521	CT_268	100.0
CTL0521	CTL0520	100.0
CTL0521	TC_RS02735	95.89
CTL0522	CTL0522	100.0
CTL0522	CT_270	99.79
CTL0522	TC_RS02750	81.98
CTL0523	CTL0523	100.0
CTL0523	CT_271	99.65
CTL0523	TC_RS02755	87.85
CTL0524	CTL0524	100.0
CTL0524	CT_272	99.45
CTL0524	TC_RS02760	83.94
CTL0525	CTL0525	100.0
CTL0525	CT_273	99.65
CTL0525	TC_RS02765	81.15
CTL0526	CT_274	100.0
CTL0526	CTL0526	100.0
CTL0526	TC_RS02770	84.92
CTL0527	CTL0527	100.0
CTL0527	CT_275	99.78
CTL0527	TC_RS02775	87.36
CTL0528	CTL0528	100.0
CTL0528	CT_276	99.49
CTL0528	TC_RS02780	81.53
CTL0528	CT_277	100.0
CTL0528	CTL0529	100.0
CTL0529	CTL0529	100.0
CTL0529	CT_277	99.39
CTL0529	TC_RS02785	77.2
CTL0529	CT_276	100.0
CTL0529	CTL0528	100.0
CTL0530	CTL0530	100.0
CTL0530	CT_278	99.74
CTL0531	CTL0531	100.0
CTL0531	CT_279	99.68
CTL0531	TC_RS02795	80.5
CTL0532	CTL0532	100.0
CTL0532	CT_280	99.53
CTL0533	CTL0533	100.0
CTL0533	CT_281	99.46
CTL0533	TC_RS02805	85.58
CTL0534	CTL0534	100.0
CTL0534	CT_282	95.48
CTL0535	CTL0535	100.0
CTL0535	CT_283	97.83
