muridarum	pneumoniae	trachomatis_434	trachomatis_duw
['TC_RS03825']	['CPn0588']	['CTL0729']	['CT_469']
['TC_RS01385']	[]	['CTL0261']	['CT_006']
['TC_RS01875']	[]	['CTL0356']	['CT_101']
['TC_RS03235']	[]	['CTL0613']	['CT_359']
['TC_RS01305']	[]	['CTL0246']	['CT_867']
['TC_RS04535']	['CPn0777']	['CTL0867']	['CT_604']
['TC_RS04335']	['CPn0822']	['CTL0828']	['CT_565']
['TC_RS03510']	['CPn0013']	['CTL0669']	['CT_412']
['TC_RS02785']	['CPn0929']	['CTL0529']	['CT_277']
['TC_RS00770']	[]	['CTL0134']	['CT_765']
['TC_RS01265']	['CPn1020']	['CTL0236']	['CT_861']
['TC_RS03805']	['CPn0583']	['CTL0726']	['CT_466']
['TC_RS00350']	[]	['CTL0063']	['CT_694']
['TC_RS02560']	['CPn0292']	['CTL0485']	['CT_233']
['TC_RS04630']	[]	['CTL0885']	['CT_621']
['TC_RS03265']	[]	['CTL0619']	['CT_365']
['TC_RS02570']	['CPn0294']	['CTL0487']	['CT_235']
['TC_RS02040']	[]	['CTL0389']	['CT_134']
['TC_RS03360']	[]	['CTL0639']	['CT_383']
['TC_RS01365']	[]	['CTL0257']	['CT_002']
['TC_RS03080']	[]	['CTL0584']	['CT_330']
['TC_RS01005']	[]	['CTL0184']	['CT_813']
['TC_RS02710']	[]	['CTL0515']	['CT_263']
['TC_RS02920']	['CPn0093']	['CTL0555']	['CT_303']
['TC_RS01845']	['CPn0318']	['CTL0350']	['CT_095']
['TC_RS01965']	['CPn0016']	['CTL0374']	['CT_119']
['TC_RS01325']	[]	['CTL0248']	['CT_869']
['TC_RS03660']	[]	['CTL0699']	['CT_440']
['TC_RS04550']	[]	['CTL0870']	['CT_606.1']
['TC_RS03795']	[]	['CTL0725']	['CT_465']
['TC_RS03715']	[]	['CTL0709']	['CT_449']
['TC_RS03130']	['CPn0035']	['CTL0593']	['CT_339']
['TC_RS03670']	[]	['CTL0701']	['CT_442']
['TC_RS02705']	[]	['CTL0514']	['CT_262']
['TC_RS03260']	[]	['CTL0618']	['CT_364']
['TC_RS03610']	[]	['CTL0689']	['CT_430']
['TC_RS03120']	[]	['CTL0592']	['CT_338']
['TC_RS01095']	[]	['CTL0202']	['CT_830']
['TC_RS00705']	[]	['CTL0122']	['CT_753']
['TC_RS01650']	[]	['CTL0314']	['CT_058']
['TC_RS03275']	[]	['CTL0621']	['CT_367']
['TC_RS04345']	[]	['CTL0830']	['CT_567']
['TC_RS02325']	[]	['CTL0444']	['CT_192']
['TC_RS00335']	[]	['CTL0060']	['CT_691']
['TC_RS04145']	[]	['CTL0791']	['CT_529']
['TC_RS01775']	['CPn0333']	['CTL0336']	['CT_080']
['TC_RS00395']	[]	['CTL0071']	['CT_702']
['TC_RS04350']	['CPn0819']	['CTL0831']	['CT_568']
['TC_RS01445']	[]	['CTL0273']	['CT_018']
['TC_RS04680']	[]	['CTL0895']	['CT_631']
['TC_RS00550']	['CPn0873']	['CTL0101']	['CT_732']
['TC_RS01010']	[]	['CTL0185']	['CT_814']
['TC_RS00715']	[]	['CTL0124']	['CT_755']
['TC_RS01380']	[]	['CTL0260']	['CT_005']
['TC_RS04845']	[]	['CTL0887a']	[]
['TC_RS02395']	[]	['CTL0458']	['CT_206']
['TC_RS03625']	[]	['CTL0692']	['CT_433']
['TC_RS04785']	[]	['CTL0306']	['CT_050']
['TC_RS01960']	[]	['CTL0373']	['CT_118']
['TC_RS02160']	[]	['CTL0409']	['CT_154']
['TC_RS04790']	[]	[]	['CT_081']
[]	['CPn0954']	['CTL0419']	['CT_163']
[]	['CPn0507']	['CTL0679']	['CT_421.1']
[]	['CPn0225']	['CTL0420']	['CT_167']
[]	['CPn0405']	['CTL0424']	['CT_171']
[]	['CPn0765']	['CTL0475']	[]
[]	[]	['CTL0161']	['CT_793']
[]	[]	['CTL0411']	['CT_155']
[]	[]	['CTL0426A']	['CT_174']
[]	[]	['CTL0552']	['CT_300']
[]	[]	['CTL0477A']	['CT_225']
[]	[]	['CTL0370']	['CT_115']
[]	[]	['CTL0417']	['CT_161']
[]	[]	['CTL0580']	['CT_326.2']
[]	[]	['CTL0422']	['CT_169']
[]	[]	['CTL0414a']	['CT_158']
[]	[]	['CTL0375']	['CT_120']
[]	[]	['CTL0418']	['CT_162']
[]	[]	['CTL0423']	['CT_170']
[]	[]	['CTL0426']	['CT_172.1']
[]	[]	['CTL0371']	['CT_116']
[]	[]	['CTL0417b']	['CT_160']
[]	[]	['CTL0413']	['CT_157']
[]	[]	['CTL0417a']	['CT_159']
[]	[]	['CTL0425']	['CT_172']
[]	[]	['CTL0295']	['CT_039.1']
[]	[]	['CTL0734']	['CT_473']
[]	[]	['CTL0612']	['CT_358']
[]	[]	['CTL0474']	['CT_221.1']
[]	[]	['CTL0448']	['CT_196']
[]	[]	['CTL0742a']	['CT_480.1']
[]	[]	['CTL0477']	['CT_224']
[]	[]	['CTL0611A']	['CT_357']
[]	[]	['CTL0479']	['CT_227']
[]	[]	['CTL0292']	['CT_037']
[]	[]	['CTL0481']	['CT_229']
